hypothesis_id,hypothesis_text,hypothesis_type,method,p_value,statistic,is_significant,quality_score,confidence,interpretation,details
8,Нелинейная (U-образная) зависимость между 'satisfaction_level' и 'left',nonlinear_relationship,nonlinear,0.0,0.021979126776330182,False,0.8,1.0,"{'conclusion': '✗ Гипотеза отклонена (p=0.0000)', 'explanation': ""Результаты показывают, что существует значимая нелинейная зависимость между уровнем удовлетворенности сотрудников ('satisfaction_level') и вероятностью их ухода ('left'). Это означает, что удовлетворенность сотрудников не увеличивается или не уменьшается линейно с увеличением времени работы."", 'practical_significance': 'Не значима', 'recommendations': ['Увеличить размер выборки', 'Рассмотреть альтернативные гипотезы', 'Проверить качество данных'], 'ai_explanation': {'explanation': ""Результаты показывают, что существует значимая нелинейная зависимость между уровнем удовлетворенности сотрудников ('satisfaction_level') и вероятностью их ухода ('left'). Это означает, что удовлетворенность сотрудников не увеличивается или не уменьшается линейно с увеличением времени работы."", 'practical_meaning': 'Этот результат имеет важное значение для бизнеса, поскольку позволяет выявить точки перелома в зависимости удовлетворенности сотрудников от времени работы, что может помочь в разработке эффективных стратегий по удержанию ключевых сотрудников.', 'recommendations': ['Проанализировать данные по отдельным группам сотрудников с разным уровнем удовлетворенности и времени работы для выявления точек перелома.', 'Разработать индивидуальные программы по развитию и мотивации для сотрудников с высоким потенциалом ухода.']}}","{'method': 'nonlinear', 'statistic': 0.021979126776330182, 'p_value': 0.0, 'is_significant': False, 'sample_size': 14999, 'r2_linear': 0.1508351277496809, 'r2_polynomial': 0.17281425452601107, 'improvement': 0.021979126776330182}"
9,Нелинейная (U-образная) зависимость между 'last_evaluation' и 'number_project',nonlinear_relationship,nonlinear,4.3154368967179835e-13,0.0030680985614126577,False,0.8,0.74,"{'conclusion': '✗ Гипотеза отклонена (p=0.0000)', 'explanation': ""Результаты показывают, что существует значимая нелинейная зависимость между оценкой работы ('last_evaluation') и количеством проектов ('number_project'), что означает, что оценка работы не увеличивается линейно с увеличением количества проектов."", 'practical_significance': 'Не значима', 'recommendations': ['Увеличить размер выборки', 'Рассмотреть альтернативные гипотезы', 'Проверить качество данных'], 'ai_explanation': {'explanation': ""Результаты показывают, что существует значимая нелинейная зависимость между оценкой работы ('last_evaluation') и количеством проектов ('number_project'), что означает, что оценка работы не увеличивается линейно с увеличением количества проектов."", 'practical_meaning': 'Это может указывать на то, что сотрудники, работающие над большим количеством проектов, могут испытывать большее давление и усталость, что negatively влияет на их оценку работы.', 'recommendations': ['Рекомендуется проанализировать данные о проектах и оценках работы, чтобы определить конкретные факторы, которые влияют на оценку работы сотрудников.', 'Возможно, стоит рассмотреть реализацию программы по снижению давления и повышению мотивации сотрудников, особенно для тех, кто работает над большим количеством проектов.']}}","{'method': 'nonlinear', 'statistic': 0.0030680985614126577, 'p_value': 4.3154368967179835e-13, 'is_significant': False, 'sample_size': 14999, 'r2_linear': 0.12203325739947202, 'r2_polynomial': 0.12510135596088467, 'improvement': 0.0030680985614126577}"
10,'last_evaluation' влияет на 'left' через 'satisfaction_level',mediation_analysis,mediation,0.05,6.291301396509231,True,0.9,0.65,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0500)', 'explanation': ""Результаты показывают, что существует статистически значимая связь между 'last_evaluation' и 'left', которая обусловлена влиянием 'satisfaction_level'. Это означает, что удовлетворенность сотрудников влияет на их оценку и, в конечном итоге, на решение уйти из компании."", 'practical_significance': 'Высокая практическая значимость', 'recommendations': ['Фокусироваться на медиаторе для влияния на результат', 'Исследовать другие возможные медиаторы'], 'ai_explanation': {'explanation': ""Результаты показывают, что существует статистически значимая связь между 'last_evaluation' и 'left', которая обусловлена влиянием 'satisfaction_level'. Это означает, что удовлетворенность сотрудников влияет на их оценку и, в конечном итоге, на решение уйти из компании."", 'practical_meaning': 'Удовлетворенность сотрудников оказывает существенное влияние на их оценку и решение оставаться в компании. Это означает, что улучшение условий труда и повышение уровня удовлетворенности сотрудников может привести к снижению текучести кадров.', 'recommendations': ['Следует разработать программу по улучшению условий труда и повышению уровня удовлетворенности сотрудников.', 'Нужно регулярно проводить опросы и анализ мнений сотрудников для выявления проблем и принятия соответствующих мер.']}}","{'method': 'mediation', 'statistic': 6.291301396509231, 'p_value': 0.05, 'is_significant': True, 'sample_size': 14999, 'total_effect': 0.01634111932902465, 'direct_effect': 0.11914802618424145, 'indirect_effect': -0.10280690685521676, 'percent_mediated': 629.1301396509231}"
16,Среднее 'satisfaction_level' различается по 'Department',mean_difference,anova,0.02186537519273052,2.158432169180987,True,0.9,0.51,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0219)', 'explanation': ""Результаты ANOVA показывают, что среднее значение 'satisfaction_level' действительно различается по 'Department' с уровнем значимости 0,021865. Это означает, что существует статистически значимая разница в средних значениях 'satisfaction_level' между различными отделами."", 'practical_significance': 'Высокая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных'], 'ai_explanation': {'explanation': ""Результаты ANOVA показывают, что среднее значение 'satisfaction_level' действительно различается по 'Department' с уровнем значимости 0,021865. Это означает, что существует статистически значимая разница в средних значениях 'satisfaction_level' между различными отделами."", 'practical_meaning': 'Это означает, что отделы с высоким средним уровнем удовлетворенности могут иметь лучшие условия работы, а отделы с низким средним уровнем удовлетворенности могут нуждаться в улучшении условий работы.', 'recommendations': [""Проанализировать конкретные значения 'satisfaction_level' для каждого отдела, чтобы определить причину различий."", 'Разработать стратегии по улучшению условий работы в отделах с низким средним уровнем удовлетворенности.']}}","{'method': 'anova', 'statistic': 2.158432169180987, 'p_value': 0.02186537519273052, 'is_significant': True, 'sample_size': 14999, 'n_groups': 10}"
17,Среднее 'satisfaction_level' различается по 'salary',mean_difference,anova,5.9673554257334314e-09,18.960895741998833,True,1.0,0.78,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0000)', 'explanation': ""Результаты анализа показывают, что среднее значение 'satisfaction_level' действительно различается по 'salary'. Это означает, что сотрудники с разными уровнями зарплаты имеют разные уровни удовлетворенности своей работой."", 'practical_significance': 'Высокая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных'], 'ai_explanation': {'explanation': ""Результаты анализа показывают, что среднее значение 'satisfaction_level' действительно различается по 'salary'. Это означает, что сотрудники с разными уровнями зарплаты имеют разные уровни удовлетворенности своей работой."", 'practical_meaning': 'Это означает, что бизнес должен учитывать влияние зарплаты на удовлетворенность сотрудников и может быть необходимо принимать меры для улучшения условий труда и зарплаты.', 'recommendations': ['Рассмотреть возможность повышения зарплаты для сотрудников с низкими доходами', 'Анализировать и улучшать условия труда для сотрудников с низкими доходами']}}","{'method': 'anova', 'statistic': 18.960895741998833, 'p_value': 5.9673554257334314e-09, 'is_significant': True, 'sample_size': 14999, 'n_groups': 3}"
18,Среднее 'last_evaluation' различается по 'Department',mean_difference,anova,0.08938949853018237,1.6734194195122027,False,0.7,0.51,"{'conclusion': '✗ Гипотеза отклонена (p=0.0894)', 'explanation': ""Используя метод 'anova', получен p-value = 0.0894. Статистически значимой закономерности не обнаружено."", 'practical_significance': 'Не значима', 'recommendations': ['Увеличить размер выборки', 'Рассмотреть альтернативные гипотезы', 'Проверить качество данных']}","{'method': 'anova', 'statistic': 1.6734194195122027, 'p_value': 0.08938949853018237, 'is_significant': False, 'sample_size': 14999, 'n_groups': 10}"
19,Среднее 'last_evaluation' различается по 'salary',mean_difference,anova,0.04089896616645609,3.197332010208167,True,0.9,0.44,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0409)', 'explanation': ""Используя метод 'anova', получен p-value = 0.0409. Это указывает на статистически значимую закономерность."", 'practical_significance': 'Высокая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных']}","{'method': 'anova', 'statistic': 3.197332010208167, 'p_value': 0.04089896616645609, 'is_significant': True, 'sample_size': 14999, 'n_groups': 3}"
11,Корреляция между 'satisfaction_level' и 'last_evaluation',correlation,pearson,4.704311558291438e-38,0.10502121397148485,True,1.0,0.78,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0000)', 'explanation': ""Используя метод 'pearson', получен p-value = 0.0000. Это указывает на статистически значимую закономерность."", 'practical_significance': 'Низкая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных']}","{'method': 'pearson', 'statistic': 0.10502121397148485, 'p_value': 4.704311558291438e-38, 'is_significant': True, 'sample_size': 14999, 'correlation_strength': 'очень слабая'}"
12,Корреляция между 'satisfaction_level' и 'number_project',correlation,pearson,2.526835926389765e-69,-0.14296958603689977,True,1.0,0.71,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0000)', 'explanation': ""Используя метод 'pearson', получен p-value = 0.0000. Это указывает на статистически значимую закономерность."", 'practical_significance': 'Низкая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных']}","{'method': 'pearson', 'statistic': -0.14296958603689977, 'p_value': 2.526835926389765e-69, 'is_significant': True, 'sample_size': 14999, 'correlation_strength': 'очень слабая'}"
13,Корреляция между 'satisfaction_level' и 'average_montly_hours',correlation,pearson,0.014075035446900027,-0.020048113219472988,True,0.9,0.51,"{'conclusion': '✓ Гипотеза подтверждена (p=0.0141)', 'explanation': ""Используя метод 'pearson', получен p-value = 0.0141. Это указывает на статистически значимую закономерность."", 'practical_significance': 'Низкая практическая значимость', 'recommendations': ['Исследовать причинно-следственные связи', 'Проверить устойчивость результата на других данных']}","{'method': 'pearson', 'statistic': -0.020048113219472988, 'p_value': 0.014075035446900027, 'is_significant': True, 'sample_size': 14999, 'correlation_strength': 'очень слабая'}"
